PaymentID,LoanID,PaymentDateTime,PaymentAmount,Status
116,1087,2021-01-17 09:51:00,402942.33,Success
117,2531,2020-10-06 10:54:00,321551.42,Success
118,321,2021-01-25 12:11:00,348380.27,Failed
119,2995,2021-02-08 13:20:00,424556.33,Success
120,2755,2021-02-27 18:36:00,5066.92,Success
121,844,2020-08-29 11:11:00,156095.9,Failed
122,2337,2020-04-26 15:26:00,488296.15,Failed
123,1461,2021-01-25 19:20:00,451073.77,Success
124,2104,2021-04-07 11:38:00,267022.55,Success
125,963,2020-07-12 15:10:00,91267.26,Success
126,532,2021-09-05 08:42:00,321460.78,Failed
127,478,2020-09-27 22:06:00,246975.88,Success
128,339,2020-11-03 08:19:00,298502.32,Success
129,1319,2021-03-02 20:05:00,348569.5,Success
130,1887,2021-08-01 02:32:00,165466.08,Success
131,2375,2021-03-17 04:04:00,197795.17,Failed
132,622,2020-07-15 12:00:00,171141.91,Failed
133,2476,2021-10-06 14:50:00,350188.27,Success
134,2062,2022-02-01 04:58:00,372319.65,Failed
135,1491,2021-07-06 14:47:00,133187.19,Success
136,1241,2021-05-16 03:37:00,359961.15,Success
137,2665,2020-11-06 19:19:00,156718.81,Success
138,218,2020-12-25 09:40:00,399280.28,Failed
139,2557,2021-02-10 04:12:00,252464.24,Success
140,109,2021-08-04 21:23:00,489226.17,Failed
141,624,2021-05-29 20:12:00,437108.7,Failed
142,976,2021-01-23 22:03:00,490579.16,Success
143,369,2021-11-17 02:53:00,467783.4,Success
144,1745,2021-05-28 22:11:00,348870.15,Failed
145,1962,2021-06-03 08:33:00,307215.77,Success
146,1673,2020-06-22 00:09:00,153881.78,Success
147,1220,2021-05-30 15:43:00,74811.42,Failed
148,230,2021-03-31 13:27:00,73497.7,Success
149,251,2020-08-03 17:16:00,86956.64,Failed
150,2565,2021-02-03 18:09:00,290945.79,Success
151,216,2021-05-13 19:42:00,131100.54,Success
152,1423,2021-04-07 14:52:00,73487.75,Failed
153,66,2021-05-13 01:25:00,449975.46,Success
154,390,2021-08-10 23:15:00,158110.95,Success
155,2229,2021-04-14 07:08:00,433684.21,Success
156,1502,2021-06-16 20:18:00,288998.35,Success
157,325,2021-06-05 03:22:00,50520.59,Success
158,1018,2021-09-06 09:08:00,282617.5,Success
159,1834,2020-12-08 09:20:00,414524.41,Failed
160,1896,2020-12-11 06:48:00,203183.25,Failed
161,2737,2021-06-20 23:46:00,28031.45,Success
162,1355,2021-02-06 14:45:00,150882.29,Failed
163,2626,2021-03-30 18:08:00,55071.83,Success
164,2903,2021-03-18 01:17:00,127286.85,Success
165,2706,2021-07-25 00:53:00,185514.07,Failed
166,2179,2020-07-19 23:16:00,426033.36,Success
167,2409,2021-05-01 04:31:00,396955.24,Success
168,2765,2020-12-21 20:52:00,137362.74,Failed
169,2651,2021-07-06 15:52:00,161825.28,Success
170,292,2021-10-09 07:23:00,297549.22,Success
171,2463,2021-07-13 17:29:00,271062.88,Success
172,1485,2021-09-12 01:54:00,133721.6,Failed
173,1133,2021-03-19 00:35:00,30581.74,Failed
174,1796,2021-04-24 20:32:00,162466.66,Success
175,1386,2020-09-20 08:01:00,274327.35,Success
176,2787,2020-05-12 18:12:00,297076.42,Success
177,1158,2021-07-27 20:12:00,420701.71,Success
178,2734,2021-04-08 02:17:00,280333.53,Success
179,390,2021-08-31 01:19:00,78336.86,Failed
180,1877,2020-12-19 06:49:00,6701.89,Success
181,631,2021-04-25 23:36:00,222779.07,Success
182,544,2021-03-24 19:24:00,347330.02,Failed
183,966,2021-08-20 14:02:00,56086.18,Failed
184,2307,2021-05-25 10:55:00,72076.36,Success
185,2551,2021-07-21 13:28:00,102500.65,Failed
186,700,2021-07-20 12:13:00,336783.8,Success
187,558,2021-02-28 14:07:00,316099.33,Success
188,121,2020-11-25 05:48:00,376338.04,Success
189,2406,2021-02-18 12:00:00,102150.33,Success
190,178,2021-02-24 07:03:00,57409.76,Failed
191,795,2021-10-16 08:39:00,262041.84,Failed
192,2145,2020-07-01 03:37:00,228024.05,Failed
193,2373,2021-08-31 00:56:00,301470.49,Success
194,2739,2020-11-10 06:50:00,418482.0,Failed
195,991,2021-11-14 00:39:00,267248.7,Failed
196,2355,2021-04-23 20:13:00,208080.75,Failed
197,2833,2021-07-05 02:19:00,338042.25,Failed
198,319,2020-11-25 12:27:00,459484.34,Failed
199,1463,2021-07-18 11:06:00,222233.37,Failed
200,956,2021-08-27 22:05:00,113871.6,Success
201,2488,2021-01-02 08:04:00,110458.66,Failed
202,507,2020-08-23 01:07:00,7133.85,Success
203,296,2020-07-22 16:40:00,172520.71,Failed
204,183,2021-08-24 13:20:00,356112.57,Success
205,2342,2021-03-03 22:35:00,395323.07,Success
206,2676,2020-12-08 15:43:00,53153.31,Failed
207,2704,2021-07-18 10:42:00,98726.59,Failed
208,1890,2021-05-04 20:31:00,283087.7,Success
209,2557,2021-03-14 05:58:00,247700.22,Failed
210,2533,2020-05-05 15:50:00,15697.96,Success
211,2328,2021-04-07 15:02:00,291809.1,Failed
212,1804,2020-05-18 12:27:00,382230.41,Success
213,369,2021-07-03 20:48:00,43371.38,Success
214,2039,2021-08-24 00:06:00,58316.08,Failed
215,2832,2020-10-24 21:10:00,158271.0,Failed
216,1410,2021-07-21 08:49:00,275199.49,Failed
217,2176,2021-01-27 17:14:00,184612.31,Failed
218,1840,2021-01-17 18:56:00,79413.73,Failed
219,359,2021-04-07 03:55:00,21234.73,Failed
220,1583,2020-11-13 18:26:00,306484.13,Success
221,1440,2021-10-08 20:35:00,446702.54,Failed
222,360,2021-11-01 20:49:00,273802.19,Success
223,2229,2021-02-28 09:56:00,158737.12,Success
224,2747,2020-11-28 11:01:00,228397.45,Failed
225,1308,2020-09-17 04:43:00,119494.76,Failed
226,1620,2020-11-14 01:57:00,233966.07,Success
227,219,2021-12-24 15:59:00,284812.96,Success
228,2772,2021-04-28 18:14:00,243088.0,Success
229,276,2020-08-23 14:13:00,88037.92,Failed
230,2075,2020-06-09 00:03:00,482541.08,Success
231,2394,2021-06-17 22:08:00,388435.2,Failed
232,1644,2021-07-04 14:20:00,401471.61,Failed
233,367,2020-08-15 23:58:00,111574.92,Failed
234,2202,2020-11-05 19:10:00,72433.32,Failed
235,2983,2020-12-03 14:23:00,415292.88,Success
236,377,2020-12-03 09:06:00,105530.19,Success
237,1581,2022-01-03 19:04:00,115314.74,Failed
238,902,2020-09-09 06:49:00,85065.39,Failed
239,2725,2021-04-02 23:05:00,303400.98,Failed
240,151,2021-08-27 16:42:00,226530.56,Success
241,1987,2021-07-24 12:18:00,424154.41,Failed
242,2807,2021-10-24 04:19:00,324016.03,Failed
243,387,2021-01-14 16:54:00,327013.56,Failed
244,864,2021-03-29 11:58:00,497997.27,Failed
245,648,2020-12-01 07:33:00,326291.45,Success
246,312,2021-05-04 08:23:00,459358.8,Failed
247,2012,2021-08-13 18:16:00,338683.49,Success
248,1358,2021-01-03 18:05:00,484994.52,Success
249,2428,2021-02-06 10:47:00,433536.03,Failed
250,2581,2021-12-17 08:00:00,334591.8,Success
251,1538,2021-09-07 13:35:00,403542.73,Success
252,828,2021-04-22 07:56:00,306795.4,Success
253,2308,2020-12-15 07:42:00,208992.23,Failed
254,794,2021-06-03 10:26:00,28622.63,Failed
255,250,2020-12-14 05:27:00,423462.4,Success
256,2442,2021-01-12 08:55:00,362197.86,Success
257,1436,2021-01-27 09:08:00,454590.72,Success
258,1121,2021-01-25 04:22:00,18471.96,Failed
259,2736,2020-11-08 16:04:00,336447.77,Success
260,1288,2020-05-03 09:19:00,53432.75,Failed
261,1974,2021-05-17 07:11:00,453361.17,Success
262,2504,2021-03-11 09:56:00,494101.42,Success
263,2372,2020-12-05 11:55:00,449116.83,Failed
264,1440,2021-11-22 21:51:00,403047.92,Failed
265,2909,2021-04-22 22:15:00,393886.41,Failed
266,2393,2021-05-20 13:42:00,198574.98,Success
267,506,2020-11-16 13:14:00,304384.52,Failed
268,2605,2020-10-02 20:06:00,29467.28,Success
269,1494,2021-07-06 13:54:00,216359.05,Success
270,1894,2021-08-27 12:07:00,235590.03,Success
271,2204,2020-09-04 22:08:00,57851.86,Success
272,2768,2021-03-08 02:01:00,445793.95,Success
273,1736,2021-02-17 00:36:00,60995.11,Failed
274,980,2021-05-21 04:55:00,126969.0,Success
275,1824,2021-05-14 10:42:00,412829.84,Success
276,2873,2021-07-07 12:58:00,209215.67,Failed
277,1141,2020-12-26 04:34:00,388609.88,Success
278,874,2021-09-22 09:48:00,385871.69,Failed
279,2608,2021-06-25 12:42:00,270781.57,Success
280,2987,2021-11-26 13:25:00,358434.13,Failed
281,1113,2021-05-04 22:12:00,408383.29,Success
282,2273,2020-10-17 11:50:00,303551.8,Success
283,42,2020-08-09 18:38:00,493310.98,Failed
284,2168,2020-09-20 23:20:00,466350.0,Failed
285,97,2021-08-23 05:14:00,202180.27,Success
286,781,2020-11-23 00:57:00,34218.84,Success
287,2329,2020-03-15 17:17:00,413984.19,Success
288,121,2020-11-27 21:16:00,394583.52,Failed
289,2263,2021-03-07 14:45:00,232582.32,Failed
290,1715,2021-03-20 04:05:00,134170.75,Failed
291,1822,2021-02-13 14:57:00,254337.58,Success
292,1597,2021-02-13 22:30:00,244310.13,Success
293,2059,2020-10-07 00:27:00,201313.67,Failed
294,2164,2020-09-27 12:20:00,273770.06,Failed
295,658,2021-04-25 19:54:00,235739.55,Success
296,2020,2021-06-11 13:20:00,271719.24,Failed
297,2345,2021-01-31 10:24:00,239555.79,Success
298,661,2021-08-04 20:53:00,172048.19,Failed
299,416,2021-04-03 17:20:00,440107.95,Failed
300,1926,2021-09-13 02:42:00,310157.94,Success
301,2911,2021-06-30 12:00:00,421438.94,Success
302,702,2021-09-18 16:33:00,108449.33,Failed
303,884,2021-05-28 23:01:00,22183.62,Failed
304,2794,2020-12-12 18:35:00,73192.16,Success
305,219,2021-06-21 09:29:00,100346.71,Success
306,905,2020-09-25 12:38:00,142455.69,Failed
307,1875,2021-10-25 01:12:00,386790.43,Failed
308,1950,2021-01-23 15:58:00,27908.91,Failed
309,1723,2021-02-08 22:18:00,39842.97,Success
310,1374,2021-06-15 06:32:00,469446.29,Success
311,959,2021-08-07 08:34:00,203558.89,Failed
312,1818,2021-10-31 01:19:00,180107.59,Success
313,2145,2020-11-20 23:43:00,308762.39,Success
314,2371,2021-08-23 05:43:00,94639.15,Failed
315,1253,2021-01-24 22:14:00,205207.54,Success
316,2828,2021-03-06 23:21:00,367344.71,Success
317,2926,2021-02-27 01:44:00,470642.84,Failed
318,2170,2020-12-20 19:02:00,346948.72,Failed
319,84,2021-06-06 15:06:00,62434.75,Failed
320,1117,2021-12-31 18:39:00,5376.76,Success
321,2963,2021-03-04 20:30:00,375125.76,Failed
322,425,2020-12-03 05:50:00,43294.97,Failed
323,1933,2020-08-09 03:35:00,299359.09,Failed
324,2604,2021-06-04 22:47:00,307469.68,Success
325,2288,2021-01-24 08:00:00,411421.75,Success
326,2011,2020-05-03 01:58:00,397823.74,Success
327,817,2021-04-05 19:42:00,150609.74,Success
328,1910,2021-05-11 13:47:00,271708.3,Success
329,1559,2020-08-31 20:35:00,51877.98,Success
330,1997,2020-05-06 02:17:00,474844.63,Success
331,1035,2021-01-06 21:26:00,103393.0,Success
332,2284,2020-04-12 18:09:00,451194.5,Failed
333,414,2021-07-17 02:55:00,421411.75,Success
334,95,2021-01-15 07:45:00,272527.6,Success
335,517,2021-06-17 18:09:00,271711.75,Success
336,2608,2021-06-05 06:41:00,148983.06,Failed
337,626,2021-05-27 08:34:00,38381.64,Success
338,2828,2021-07-10 09:09:00,247266.22,Failed
339,2116,2021-10-18 02:26:00,87632.38,Failed
340,473,2020-12-29 00:20:00,491290.11,Failed
341,1323,2020-09-26 08:08:00,428288.52,Success
342,424,2021-09-17 03:15:00,3502.13,Success
343,812,2020-11-30 14:25:00,125684.16,Failed
344,1221,2020-09-17 06:04:00,107605.56,Failed
345,1343,2021-04-21 05:51:00,336742.47,Success
346,1258,2021-07-10 15:49:00,194764.28,Success
347,228,2021-04-19 01:11:00,478287.64,Failed
348,1972,2021-05-28 06:57:00,149850.47,Success
349,2275,2020-12-12 07:42:00,416723.34,Failed
350,596,2021-01-02 20:41:00,433548.88,Failed
351,2642,2021-05-30 16:24:00,182128.65,Success
352,2799,2020-12-13 19:02:00,377443.86,Success
353,273,2021-05-05 05:51:00,377926.08,Failed
354,1556,2021-11-17 05:41:00,9842.24,Failed
355,693,2021-08-14 15:37:00,354468.03,Failed
356,1933,2020-08-23 12:52:00,163079.28,Failed
357,800,2021-03-05 11:40:00,484787.26,Failed
358,998,2021-04-11 20:05:00,70778.26,Success
359,2088,2020-12-23 16:37:00,409182.07,Failed
360,2049,2022-01-07 10:24:00,325877.82,Success
361,1985,2020-07-03 07:42:00,242463.08,Failed
362,300,2021-10-25 07:16:00,306103.19,Success
363,1005,2020-11-16 06:19:00,474934.82,Failed
364,136,2021-09-20 06:23:00,1694.83,Failed
365,1476,2021-01-26 20:04:00,88164.44,Failed
366,1138,2020-05-28 16:00:00,221996.22,Success
367,481,2020-12-05 13:45:00,145027.97,Success
368,1620,2021-01-12 00:18:00,175146.21,Failed
369,1498,2021-08-21 16:51:00,70201.7,Failed
370,115,2021-03-07 15:05:00,169000.02,Success
371,1201,2020-12-08 19:50:00,112048.65,Failed
372,1198,2021-01-22 02:18:00,7709.61,Failed
373,296,2021-02-08 17:08:00,455424.17,Failed
374,609,2021-03-22 04:01:00,388283.74,Success
375,464,2020-07-16 23:28:00,209386.15,Success
376,1341,2020-10-31 22:12:00,36498.18,Success
377,295,2020-07-25 15:22:00,48061.9,Success
378,2300,2021-04-22 03:16:00,371905.23,Failed
379,2536,2021-02-24 07:39:00,11047.2,Failed
380,2749,2020-09-20 08:54:00,169517.5,Failed
381,1367,2021-03-11 06:17:00,443764.76,Success
382,2131,2021-05-19 09:57:00,119710.11,Success
383,2185,2021-10-07 13:28:00,40435.29,Success
384,1084,2020-09-30 16:43:00,330874.12,Success
385,373,2021-02-16 11:06:00,41310.51,Failed
386,381,2020-12-26 03:39:00,497229.49,Failed
387,1057,2021-02-19 23:50:00,404000.65,Success
388,1128,2021-07-29 21:04:00,83636.13,Success
389,527,2021-11-23 06:03:00,58657.14,Failed
390,1935,2020-09-30 06:29:00,229913.41,Failed
391,732,2021-06-22 23:39:00,336122.26,Failed
392,1156,2021-06-07 14:46:00,419605.16,Success
393,1952,2021-01-27 03:24:00,268113.97,Failed
394,2077,2021-03-14 09:31:00,312893.33,Failed
395,2142,2020-07-19 16:25:00,408598.63,Failed
396,332,2021-01-16 03:28:00,21810.8,Success
397,58,2020-12-28 22:12:00,446238.05,Success
398,2257,2020-11-26 12:34:00,177612.67,Success
399,245,2021-01-26 13:44:00,23352.67,Success
400,1409,2020-04-12 01:23:00,329883.41,Failed
401,1418,2020-12-18 11:30:00,67832.82,Failed
402,2187,2021-05-30 16:51:00,236201.35,Failed
403,2070,2021-01-13 11:14:00,316292.67,Failed
404,569,2021-02-12 00:01:00,35184.49,Failed
405,579,2021-03-21 15:09:00,284959.56,Success
406,1734,2020-11-21 10:15:00,439451.0,Failed
407,853,2021-04-15 08:05:00,141912.87,Failed
408,130,2020-12-23 10:42:00,84378.81,Failed
409,1766,2021-10-15 01:09:00,128460.65,Failed
410,570,2021-03-10 21:23:00,165596.24,Failed
411,601,2021-07-18 05:56:00,257479.85,Success
412,1628,2020-06-13 23:23:00,162349.31,Failed
413,522,2020-11-17 19:24:00,413187.63,Success
414,1487,2021-08-17 02:00:00,453664.31,Success
415,1525,2021-02-17 09:03:00,187661.85,Success
416,245,2021-01-24 21:30:00,359191.39,Success
417,998,2021-01-31 23:03:00,89411.53,Failed
418,2947,2021-09-14 02:11:00,42239.31,Failed
419,342,2021-01-11 23:28:00,94447.29,Failed
420,1410,2021-06-22 06:24:00,172380.82,Failed
421,1816,2021-01-10 13:54:00,466020.45,Success
422,2014,2021-06-29 15:24:00,283013.05,Failed
423,2,2021-06-13 13:49:00,331270.5,Success
424,2981,2021-04-05 14:07:00,482129.54,Failed
425,2765,2021-04-27 23:42:00,157042.14,Failed
426,2385,2021-10-08 18:31:00,127403.58,Failed
427,2675,2021-05-01 14:43:00,162799.36,Success
428,517,2021-06-06 05:06:00,84285.72,Success
429,2608,2021-04-19 18:44:00,1997.35,Failed
430,1458,2021-08-04 10:43:00,304723.02,Failed
431,1360,2021-02-28 12:31:00,291493.74,Failed
432,878,2021-07-11 05:37:00,244476.99,Success
433,1260,2021-02-01 17:08:00,481983.63,Failed
434,1041,2022-01-21 00:57:00,187025.81,Failed
435,366,2021-07-20 08:39:00,346772.45,Failed
436,1499,2021-11-19 23:37:00,486820.99,Success
437,2752,2021-04-06 19:27:00,232041.43,Success
438,663,2020-09-02 15:00:00,267389.0,Failed
439,509,2021-09-23 11:28:00,232533.32,Success
440,2732,2021-10-01 15:08:00,9593.68,Success
441,1136,2021-07-15 07:25:00,478557.46,Failed
442,2892,2021-02-04 19:53:00,383411.0,Failed
443,2805,2020-10-23 16:32:00,48333.22,Failed
444,2187,2021-09-25 09:43:00,73249.06,Success
445,2900,2020-09-22 11:53:00,320839.93,Success
446,1971,2021-04-26 06:05:00,184895.86,Failed
447,651,2020-09-02 00:38:00,29883.68,Success
448,844,2020-11-01 05:25:00,282803.97,Success
449,744,2020-12-28 15:16:00,123433.39,Success
450,1823,2021-03-05 23:35:00,413448.74,Failed
451,2543,2021-02-08 17:29:00,200645.18,Failed
452,2808,2021-05-26 22:48:00,101507.65,Success
453,2726,2020-12-25 12:08:00,426889.74,Success
454,873,2021-09-22 03:49:00,2957.98,Failed
455,642,2021-05-02 13:27:00,391550.35,Failed
456,1310,2021-06-29 17:32:00,424157.9,Failed
457,1353,2021-04-27 04:56:00,497597.01,Failed
458,1507,2021-10-10 06:27:00,489812.01,Success
459,2374,2021-01-31 11:27:00,99192.05,Failed
460,2862,2020-09-28 13:44:00,13464.65,Success
461,2571,2020-06-26 04:10:00,289624.48,Failed
462,167,2021-04-12 05:32:00,340939.61,Failed
463,1034,2021-06-01 03:56:00,110894.14,Failed
464,378,2021-02-22 02:59:00,69872.81,Failed
465,1062,2021-05-05 12:14:00,44268.13,Failed
466,2176,2021-06-19 01:43:00,264216.99,Success
467,1498,2021-09-13 15:06:00,142083.92,Success
468,1342,2020-10-18 14:36:00,116978.43,Failed
469,583,2021-05-28 13:36:00,82024.34,Failed
470,1850,2021-03-25 06:22:00,495747.52,Success
471,858,2020-08-25 04:59:00,311314.73,Failed
472,2859,2021-08-04 16:24:00,4671.09,Failed
473,2978,2020-07-27 09:21:00,443408.86,Success
474,1450,2021-09-14 21:22:00,358083.39,Failed
475,2963,2020-10-13 03:05:00,469747.93,Success
476,2057,2021-02-08 23:04:00,147178.06,Failed
477,585,2021-10-16 21:08:00,371716.04,Failed
478,1951,2020-12-23 16:23:00,400395.87,Success
479,404,2021-08-13 03:33:00,5216.84,Failed
480,288,2020-11-09 10:21:00,307478.19,Failed
481,1981,2021-07-24 06:32:00,66756.58,Failed
482,1371,2020-08-15 23:51:00,303231.14,Failed
483,2289,2020-08-13 21:42:00,6452.31,Success
484,2591,2021-03-20 06:11:00,59395.06,Success
485,448,2021-05-16 03:52:00,184408.27,Failed
486,2343,2020-12-24 18:03:00,369185.46,Failed
487,1351,2021-09-21 13:16:00,196105.05,Failed
488,1659,2020-06-17 22:22:00,350416.04,Failed
489,1172,2021-04-18 01:37:00,114636.87,Failed
490,1520,2021-09-20 16:33:00,268714.35,Success
491,1273,2021-08-03 12:51:00,334489.24,Success
492,2378,2021-03-02 09:06:00,210232.76,Success
493,2483,2021-02-23 18:23:00,389883.99,Failed
494,1340,2021-04-15 17:12:00,357592.94,Failed
495,916,2020-09-07 03:29:00,33604.63,Failed
496,2917,2020-07-09 20:28:00,10918.34,Success
497,1911,2020-10-16 03:09:00,245630.53,Failed
498,2025,2020-10-22 04:39:00,9565.03,Failed
499,2763,2020-09-26 08:07:00,368930.19,Failed
500,2822,2021-11-20 17:39:00,404920.24,Success
501,2451,2021-10-05 19:09:00,331269.6,Failed
502,822,2020-07-14 02:40:00,257062.3,Failed
503,2569,2021-03-18 23:48:00,294054.07,Success
504,1486,2021-11-04 10:52:00,190237.04,Success
505,2956,2020-06-17 21:04:00,398247.37,Success
506,2559,2021-06-05 16:49:00,84487.25,Success
507,2594,2020-09-15 10:18:00,72390.8,Failed
508,1848,2021-02-27 20:05:00,170813.48,Success
509,328,2021-02-20 07:29:00,416353.49,Failed
510,806,2021-11-02 17:13:00,188496.91,Failed
511,27,2021-01-23 01:45:00,489541.21,Failed
512,2233,2020-12-19 18:32:00,56529.63,Failed
513,2820,2020-09-25 15:56:00,309713.41,Success
514,1152,2021-06-09 11:08:00,82776.32,Success
515,2755,2021-04-02 16:52:00,460262.51,Failed
516,994,2021-03-06 07:37:00,1324.63,Failed
517,367,2020-05-17 14:44:00,78576.11,Failed
518,492,2020-09-29 04:11:00,203030.66,Success
519,639,2020-12-23 17:05:00,261593.49,Success
520,580,2021-03-07 00:34:00,400986.74,Success
521,643,2020-10-15 06:46:00,499001.17,Success
522,910,2021-10-16 06:32:00,309815.05,Failed
523,105,2021-09-16 16:25:00,252447.3,Failed
524,2892,2021-02-02 14:33:00,275631.8,Failed
525,399,2020-11-17 12:05:00,150800.89,Success
526,1219,2021-11-05 20:37:00,268941.9,Failed
527,1369,2021-03-22 12:18:00,242873.01,Failed
528,2163,2021-03-17 18:54:00,84726.98,Success
529,2297,2020-09-01 18:50:00,413246.0,Success
530,2548,2021-08-03 10:22:00,190869.73,Success
531,2324,2021-02-19 09:05:00,427780.26,Failed
532,971,2020-09-17 07:12:00,311517.74,Failed
